n_robots,mode,variant,ssp_ms,iterq,cpu_limit,container,t_rel_s,cpu_percent,mem_mb,blk_read_mb,blk_write_mb,net_rx_mb,net_tx_mb
4,startup,,,,,robot1-sidecar,0,2.84,67.64,0.0,0.004,0.056,0.057
4,startup,,,,,robot1-sidecar,1,3.81,71.24,0.0,0.008,0.081,0.089
4,startup,,,,,robot1-sidecar,2,3.27,74.69,0.0,0.008,0.101,0.112
4,startup,,,,,robot1-sidecar,3,2.66,76.93,0.0,0.02,0.117,0.128
4,startup,,,,,robot1-sidecar,4,1.71,76.22,0.0,0.02,0.118,0.128
4,startup,,,,,robot1-sidecar,5,1.36,76.17,0.0,0.02,0.118,0.128
4,startup,,,,,robot1-sidecar,6,1.42,76.36,0.0,0.02,0.118,0.128
4,startup,,,,,robot1-sidecar,7,1.41,76.3,0.0,0.02,0.118,0.128
4,startup,,,,,robot1-sidecar,8,0.97,76.16,0.0,0.02,0.118,0.128
4,startup,,,,,robot2-sidecar,0,2.36,41.57,0.0,0.004,0.044,0.046
4,startup,,,,,robot2-sidecar,1,3.85,46.63,0.0,0.008,0.068,0.077
4,startup,,,,,robot2-sidecar,2,2.71,48.72,0.0,0.008,0.089,0.101
4,startup,,,,,robot2-sidecar,3,2.72,50.32,0.0,0.02,0.105,0.116
4,startup,,,,,robot2-sidecar,4,1.67,50.43,0.0,0.02,0.106,0.117
4,startup,,,,,robot2-sidecar,5,1.39,50.34,0.0,0.02,0.106,0.117
4,startup,,,,,robot2-sidecar,6,1.2,50.26,0.0,0.02,0.106,0.117
4,startup,,,,,robot2-sidecar,7,0.98,50.48,0.0,0.02,0.106,0.117
4,startup,,,,,robot3-sidecar,0,3.53,41.23,0.0,0.004,0.043,0.044
4,startup,,,,,robot3-sidecar,1,3.36,44.77,0.0,0.008,0.067,0.075
4,startup,,,,,robot3-sidecar,2,3.1,47.72,0.0,0.008,0.087,0.098
4,startup,,,,,robot3-sidecar,3,2.67,49.94,0.0,0.02,0.103,0.113
4,startup,,,,,robot3-sidecar,4,1.74,49.77,0.0,0.02,0.105,0.115
4,startup,,,,,robot3-sidecar,5,1.36,49.73,0.0,0.02,0.105,0.115
4,startup,,,,,robot3-sidecar,6,1.45,49.81,0.0,0.02,0.105,0.115
4,startup,,,,,robot3-sidecar,7,1.39,49.7,0.0,0.02,0.105,0.115
4,startup,,,,,robot3-sidecar,8,1.47,49.75,0.0,0.02,0.105,0.115
4,startup,,,,,robot4-sidecar,0,0.0,39.79,0.0,0.004,0.014,0.006
4,startup,,,,,robot4-sidecar,1,4.18,40.87,0.0,0.004,0.042,0.043
4,startup,,,,,robot4-sidecar,2,3.54,45.73,0.0,0.008,0.067,0.075
4,startup,,,,,robot4-sidecar,3,2.73,47.85,0.0,0.008,0.086,0.098
4,startup,,,,,robot4-sidecar,4,2.64,49.83,0.0,0.02,0.103,0.114
4,startup,,,,,robot4-sidecar,5,1.68,50.03,0.0,0.02,0.105,0.115
4,startup,,,,,robot4-sidecar,6,1.33,49.91,0.0,0.02,0.105,0.115
4,startup,,,,,robot4-sidecar,7,1.43,50.07,0.0,0.02,0.105,0.115
4,startup,,,,,robot4-sidecar,8,0.9,50.04,0.0,0.02,0.105,0.115
4,startup,,,,,robot4-sidecar,9,1.44,49.92,0.0,0.02,0.105,0.115
4,startup,,,,,secaas,0,0.28,62.0,0.0,1.93,0.019,0.028
4,startup,,,,,secaas,1,7.65,61.96,0.0,1.93,0.022,0.032
4,startup,,,,,secaas,2,16.6,62.24,0.0,1.953,0.036,0.051
4,startup,,,,,secaas,3,24.12,62.42,0.0,2.016,0.06,0.079
4,startup,,,,,secaas,4,5.9,62.29,0.0,2.023,0.061,0.082
4,startup,,,,,secaas,5,4.42,62.36,0.0,2.039,0.062,0.083
4,startup,,,,,secaas,6,3.48,62.24,0.0,2.039,0.062,0.083
4,startup,,,,,secaas,7,3.28,62.36,0.0,2.039,0.062,0.083
4,startup,,,,,secaas,8,6.3,62.29,0.0,2.039,0.068,0.09
8,startup,,,,,robot1-sidecar,0,0.0,54.14,0.0,0.004,0.026,0.006
8,startup,,,,,robot1-sidecar,1,5.44,67.3,0.0,0.004,0.052,0.04
8,startup,,,,,robot1-sidecar,2,4.05,70.69,0.0,0.008,0.078,0.068
8,startup,,,,,robot1-sidecar,3,3.24,73.51,0.0,0.008,0.098,0.089
8,startup,,,,,robot1-sidecar,4,2.73,75.05,0.0,0.02,0.111,0.1
8,startup,,,,,robot1-sidecar,5,1.54,75.07,0.0,0.02,0.116,0.101
8,startup,,,,,robot1-sidecar,6,1.44,75.06,0.0,0.02,0.116,0.101
8,startup,,,,,robot1-sidecar,7,0.9,75.11,0.0,0.02,0.116,0.101
8,startup,,,,,robot1-sidecar,8,1.12,75.05,0.0,0.02,0.119,0.101
8,startup,,,,,robot2-sidecar,0,3.6,40.59,0.0,0.004,0.051,0.038
8,startup,,,,,robot2-sidecar,1,3.95,43.91,0.0,0.008,0.077,0.066
8,startup,,,,,robot2-sidecar,2,4.02,47.12,0.0,0.008,0.099,0.09
8,startup,,,,,robot2-sidecar,3,2.77,48.82,0.0,0.02,0.114,0.103
8,startup,,,,,robot2-sidecar,4,1.48,48.84,0.0,0.02,0.118,0.104
8,startup,,,,,robot2-sidecar,5,1.29,48.78,0.0,0.02,0.118,0.104
8,startup,,,,,robot2-sidecar,6,1.05,48.81,0.0,0.02,0.118,0.104
8,startup,,,,,robot2-sidecar,7,1.13,48.78,0.0,0.02,0.12,0.104
8,startup,,,,,robot3-sidecar,0,3.32,41.1,0.0,0.004,0.05,0.037
8,startup,,,,,robot3-sidecar,1,4.06,43.92,0.0,0.008,0.076,0.065
8,startup,,,,,robot3-sidecar,2,3.24,46.52,0.0,0.008,0.095,0.086
8,startup,,,,,robot3-sidecar,3,2.31,48.07,0.0,0.02,0.11,0.098
8,startup,,,,,robot3-sidecar,4,1.5,48.07,0.0,0.02,0.115,0.099
8,startup,,,,,robot3-sidecar,5,1.43,48.1,0.0,0.02,0.115,0.099
8,startup,,,,,robot3-sidecar,6,0.94,48.11,0.0,0.02,0.115,0.099
8,startup,,,,,robot3-sidecar,7,1.45,47.99,0.0,0.02,0.118,0.099
8,startup,,,,,robot4-sidecar,0,3.54,41.12,0.0,0.004,0.051,0.038
8,startup,,,,,robot4-sidecar,1,3.62,44.65,0.0,0.008,0.078,0.067
8,startup,,,,,robot4-sidecar,2,3.73,47.27,0.0,0.008,0.099,0.091
8,startup,,,,,robot4-sidecar,3,2.8,49.14,0.0,0.02,0.115,0.104
8,startup,,,,,robot4-sidecar,4,0.99,49.0,0.0,0.02,0.119,0.105
8,startup,,,,,robot4-sidecar,5,1.39,48.98,0.0,0.02,0.119,0.105
8,startup,,,,,robot4-sidecar,6,0.93,48.98,0.0,0.02,0.119,0.105
8,startup,,,,,robot4-sidecar,7,1.44,48.98,0.0,0.02,0.121,0.105
8,startup,,,,,robot5-sidecar,0,2.88,40.86,0.0,0.004,0.05,0.037
8,startup,,,,,robot5-sidecar,1,4.29,43.88,0.0,0.008,0.075,0.064
8,startup,,,,,robot5-sidecar,2,3.14,46.71,0.0,0.008,0.095,0.086
8,startup,,,,,robot5-sidecar,3,2.74,48.23,0.0,0.02,0.11,0.098
8,startup,,,,,robot5-sidecar,4,1.55,48.45,0.0,0.02,0.115,0.099
8,startup,,,,,robot5-sidecar,5,1.24,48.3,0.0,0.02,0.115,0.099
8,startup,,,,,robot5-sidecar,6,1.62,48.45,0.0,0.02,0.115,0.099
8,startup,,,,,robot5-sidecar,7,1.4,48.3,0.0,0.02,0.118,0.099
8,startup,,,,,robot6-sidecar,0,3.48,40.35,0.0,0.004,0.05,0.037
8,startup,,,,,robot6-sidecar,1,4.0,43.93,0.0,0.008,0.077,0.066
8,startup,,,,,robot6-sidecar,2,3.71,46.95,0.0,0.008,0.098,0.089
8,startup,,,,,robot6-sidecar,3,2.87,48.79,0.0,0.02,0.114,0.102
8,startup,,,,,robot6-sidecar,4,1.48,49.38,0.0,0.02,0.118,0.103
8,startup,,,,,robot6-sidecar,5,1.21,48.8,0.0,0.02,0.118,0.103
8,startup,,,,,robot6-sidecar,6,1.59,49.06,0.0,0.02,0.118,0.103
8,startup,,,,,robot6-sidecar,7,1.12,48.8,0.0,0.02,0.12,0.103
8,startup,,,,,robot7-sidecar,0,3.22,40.39,0.0,0.004,0.05,0.037
8,startup,,,,,robot7-sidecar,1,3.76,43.67,0.0,0.008,0.074,0.063
8,startup,,,,,robot7-sidecar,2,2.96,46.28,0.0,0.008,0.095,0.085
8,startup,,,,,robot7-sidecar,3,2.69,47.89,0.0,0.02,0.11,0.097
8,startup,,,,,robot7-sidecar,4,1.55,48.56,0.0,0.02,0.115,0.098
8,startup,,,,,robot7-sidecar,5,1.41,48.02,0.0,0.02,0.115,0.098
8,startup,,,,,robot7-sidecar,6,1.49,48.03,0.0,0.02,0.115,0.098
8,startup,,,,,robot7-sidecar,7,1.44,48.02,0.0,0.02,0.117,0.098
8,startup,,,,,robot8-sidecar,0,2.76,40.6,0.0,0.004,0.05,0.036
8,startup,,,,,robot8-sidecar,1,3.53,43.9,0.0,0.008,0.074,0.064
8,startup,,,,,robot8-sidecar,2,3.9,46.96,0.0,0.008,0.095,0.085
8,startup,,,,,robot8-sidecar,3,2.7,48.22,0.0,0.02,0.11,0.098
8,startup,,,,,robot8-sidecar,4,1.51,48.31,0.0,0.02,0.115,0.099
8,startup,,,,,robot8-sidecar,5,1.23,48.27,0.0,0.02,0.115,0.099
8,startup,,,,,robot8-sidecar,6,1.43,48.33,0.0,0.02,0.115,0.099
8,startup,,,,,robot8-sidecar,7,1.45,48.27,0.0,0.02,0.117,0.099
8,startup,,,,,secaas,0,0.14,61.74,0.0,1.93,0.017,0.028
8,startup,,,,,secaas,1,7.93,61.95,0.0,1.93,0.02,0.033
8,startup,,,,,secaas,2,14.29,62.25,0.0,1.953,0.031,0.047
8,startup,,,,,secaas,3,46.21,62.36,0.0,2.172,0.092,0.121
8,startup,,,,,secaas,4,5.6,62.36,0.0,2.18,0.094,0.124
8,startup,,,,,secaas,5,4.13,62.31,0.0,2.203,0.095,0.125
8,startup,,,,,secaas,6,3.24,62.31,0.0,2.203,0.095,0.125
8,startup,,,,,secaas,7,3.12,62.33,0.0,2.203,0.095,0.125
8,startup,,,,,secaas,8,6.25,62.33,0.0,2.203,0.101,0.131
16,startup,,,,,robot1-sidecar,0,3.59,65.96,0.0,0.004,0.066,0.034
16,startup,,,,,robot1-sidecar,1,3.37,68.94,0.0,0.008,0.088,0.057
16,startup,,,,,robot1-sidecar,2,3.29,71.96,0.0,0.008,0.111,0.08
16,startup,,,,,robot1-sidecar,3,2.27,72.8,0.0,0.02,0.127,0.086
16,startup,,,,,robot1-sidecar,4,1.39,73.12,0.0,0.02,0.135,0.088
16,startup,,,,,robot1-sidecar,5,1.86,73.54,0.0,0.023,0.143,0.091
16,startup,,,,,robot1-sidecar,6,1.58,73.61,0.0,0.023,0.151,0.092
16,startup,,,,,robot1-sidecar,7,1.09,73.7,0.0,0.023,0.151,0.092
16,startup,,,,,robot1-sidecar,8,1.64,73.73,0.0,0.023,0.151,0.092
16,startup,,,,,robot1-sidecar,9,1.46,73.6,0.0,0.023,0.155,0.092
16,startup,,,,,robot1-sidecar,10,0.98,73.6,0.0,0.023,0.155,0.092
16,startup,,,,,robot1-sidecar,11,1.64,73.6,0.0,0.023,0.155,0.092
16,startup,,,,,robot10-sidecar,0,2.82,40.87,0.0,0.004,0.065,0.032
16,startup,,,,,robot10-sidecar,1,3.29,42.69,0.0,0.008,0.088,0.056
16,startup,,,,,robot10-sidecar,2,3.23,45.62,0.0,0.008,0.11,0.08
16,startup,,,,,robot10-sidecar,3,1.85,46.27,0.0,0.02,0.127,0.086
16,startup,,,,,robot10-sidecar,4,1.89,46.57,0.0,0.02,0.134,0.088
16,startup,,,,,robot10-sidecar,5,1.46,47.03,0.0,0.023,0.143,0.091
16,startup,,,,,robot10-sidecar,6,1.72,47.16,0.0,0.023,0.15,0.092
16,startup,,,,,robot10-sidecar,7,1.43,47.15,0.0,0.023,0.15,0.092
16,startup,,,,,robot10-sidecar,8,1.08,47.23,0.0,0.023,0.15,0.092
