participant,run,role,metric,duration_s
Robot1,1,verifier,verify_compute,0.0
Robot1,1,verifier,verify_compute,0.0
Robot1,1,verifier,verify_compute,0.0
Robot1,1,verifier,verify_compute,0.0
Robot1,1,verifier,verify_compute,1e-06
Robot1,1,verifier,result_blockchain_write,0.11
Robot1,1,verifier,result_blockchain_write,0.123
Robot1,1,verifier,result_blockchain_write,0.176
Robot1,1,verifier,result_blockchain_write,0.25
Robot1,1,verifier,result_blockchain_write,0.348
Robot1,1,verifier,result_blockchain_write,0.041
Robot1,1,verifier,result_blockchain_write,0.094
Robot1,1,verifier,result_blockchain_write,0.191
Robot1,1,verifier,result_blockchain_write,0.34
Robot1,1,verifier,result_blockchain_write,0.036
Robot1,1,verifier,result_blockchain_write,0.114
Robot1,1,verifier,total_lifecycle,0.149
Robot1,1,verifier,total_lifecycle,0.144
Robot1,1,verifier,total_lifecycle,0.238
Robot1,1,verifier,total_lifecycle,0.283
Robot1,1,verifier,total_lifecycle,0.374
Robot1,1,verifier,total_lifecycle,0.055
Robot1,1,verifier,total_lifecycle,0.166
Robot1,1,verifier,total_lifecycle,0.208
Robot1,1,verifier,total_lifecycle,0.357
Robot1,1,verifier,total_lifecycle,0.047
Robot1,1,verifier,total_lifecycle,0.299
Robot1,2,prover,e2e_blockchain,8.045
Robot1,2,prover,e2e_blockchain,4.169
Robot1,2,prover,e2e_blockchain,4.365
Robot1,2,prover,e2e_blockchain,4.542
Robot1,2,prover,e2e_blockchain,4.64
Robot1,2,prover,e2e_blockchain,4.871
Robot1,2,prover,e2e_blockchain,4.884
Robot1,2,prover,e2e_blockchain,5.164
Robot1,2,prover,e2e_blockchain,5.358
Robot1,2,prover,e2e_blockchain,5.322
Robot1,2,prover,e2e_blockchain,5.182
Robot1,2,prover,evidence_blockchain_write,1.897
Robot1,2,prover,evidence_blockchain_write,0.144
Robot1,2,prover,evidence_blockchain_write,0.45
Robot1,2,prover,evidence_blockchain_write,0.451
Robot1,2,prover,evidence_blockchain_write,0.567
Robot1,2,prover,evidence_blockchain_write,0.762
Robot1,2,prover,evidence_blockchain_write,0.971
Robot1,2,prover,evidence_blockchain_write,1.067
Robot1,2,prover,evidence_blockchain_write,1.272
Robot1,2,prover,evidence_blockchain_write,1.277
Robot1,2,prover,evidence_blockchain_write,1.163
Robot1,2,prover,total_lifecycle,23.694
Robot1,2,prover,total_lifecycle,19.959
Robot1,2,prover,total_lifecycle,20.119
Robot1,2,prover,total_lifecycle,20.46
Robot1,2,prover,total_lifecycle,20.621
Robot1,2,prover,total_lifecycle,20.647
Robot1,2,prover,total_lifecycle,20.72
Robot1,2,prover,total_lifecycle,21.081
Robot1,2,prover,total_lifecycle,21.168
Robot1,2,prover,total_lifecycle,21.259
Robot1,2,prover,total_lifecycle,21.322
Robot1,2,verifier,signatures_blockchain_read,0.011
Robot1,2,verifier,signatures_blockchain_read,0.104
Robot1,2,verifier,signatures_blockchain_read,0.066
Robot1,2,verifier,signatures_blockchain_read,0.008
Robot1,2,verifier,signatures_blockchain_read,0.061
Robot1,2,verifier,signatures_blockchain_read,0.016
Robot1,2,verifier,signatures_blockchain_read,0.019
Robot1,2,verifier,signatures_blockchain_read,0.009
Robot1,2,verifier,signatures_blockchain_read,0.083
Robot1,2,verifier,signatures_blockchain_read,0.016
Robot1,2,verifier,signatures_blockchain_read,0.023
Robot1,2,verifier,verify_compute,1e-06
Robot1,2,verifier,verify_compute,1e-06
Robot1,2,verifier,verify_compute,0.0
Robot1,2,verifier,verify_compute,0.0
Robot1,2,verifier,verify_compute,1e-06
Robot1,2,verifier,verify_compute,0.0
Robot1,2,verifier,verify_compute,0.0
Robot1,2,verifier,verify_compute,0.0
Robot1,2,verifier,verify_compute,0.0
Robot1,2,verifier,verify_compute,0.0
Robot1,2,verifier,verify_compute,0.0
Robot1,2,verifier,result_blockchain_write,0.077
Robot1,2,verifier,result_blockchain_write,0.2
Robot1,2,verifier,result_blockchain_write,0.212
Robot1,2,verifier,result_blockchain_write,0.065
Robot1,2,verifier,result_blockchain_write,0.112
Robot1,2,verifier,result_blockchain_write,0.188
Robot1,2,verifier,result_blockchain_write,0.145
Robot1,2,verifier,result_blockchain_write,0.027
Robot1,2,verifier,result_blockchain_write,0.102
Robot1,2,verifier,result_blockchain_write,0.18
Robot1,2,verifier,result_blockchain_write,0.409
Robot1,2,verifier,total_lifecycle,0.088
Robot1,2,verifier,total_lifecycle,0.304
Robot1,2,verifier,total_lifecycle,0.278
Robot1,2,verifier,total_lifecycle,0.073
Robot1,2,verifier,total_lifecycle,0.173
Robot1,2,verifier,total_lifecycle,0.204
Robot1,2,verifier,total_lifecycle,0.164
Robot1,2,verifier,total_lifecycle,0.036
Robot1,2,verifier,total_lifecycle,0.185
Robot1,2,verifier,total_lifecycle,0.196
Robot1,2,verifier,total_lifecycle,0.432
Robot1,3,prover,e2e_blockchain,11.983
Robot1,3,prover,e2e_blockchain,4.402
Robot1,3,prover,e2e_blockchain,4.639
Robot1,3,prover,e2e_blockchain,4.682
Robot1,3,prover,e2e_blockchain,4.855
Robot1,3,prover,e2e_blockchain,4.872
Robot1,3,prover,e2e_blockchain,5.128
Robot1,3,prover,e2e_blockchain,5.265
Robot1,3,prover,e2e_blockchain,5.457
Robot1,3,prover,e2e_blockchain,5.235
Robot1,3,prover,e2e_blockchain,5.31
Robot1,3,prover,evidence_blockchain_write,1.999
Robot1,3,prover,evidence_blockchain_write,0.379
Robot1,3,prover,evidence_blockchain_write,0.551
Robot1,3,prover,evidence_blockchain_write,0.553
Robot1,3,prover,evidence_blockchain_write,0.731
Robot1,3,prover,evidence_blockchain_write,0.876
Robot1,3,prover,evidence_blockchain_write,1.069
Robot1,3,prover,evidence_blockchain_write,1.177
Robot1,3,prover,evidence_blockchain_write,1.279
Robot1,3,prover,evidence_blockchain_write,1.179
Robot1,3,prover,evidence_blockchain_write,1.278
Robot1,3,prover,total_lifecycle,27.592
Robot1,3,prover,total_lifecycle,20.13
Robot1,3,prover,total_lifecycle,20.428
Robot1,3,prover,total_lifecycle,20.663
Robot1,3,prover,total_lifecycle,20.683
Robot1,3,prover,total_lifecycle,20.795
Robot1,3,prover,total_lifecycle,20.894
Robot1,3,prover,total_lifecycle,21.22
Robot1,3,prover,total_lifecycle,21.275
Robot1,3,prover,total_lifecycle,21.359
Robot1,3,prover,total_lifecycle,21.235
Robot1,3,verifier,signatures_blockchain_read,0.071
Robot1,3,verifier,signatures_blockchain_read,0.023
Robot1,3,verifier,signatures_blockchain_read,0.009
Robot1,3,verifier,signatures_blockchain_read,0.08
Robot1,3,verifier,signatures_blockchain_read,0.019
Robot1,3,verifier,signatures_blockchain_read,0.011
Robot1,3,verifier,signatures_blockchain_read,0.072
Robot1,3,verifier,signatures_blockchain_read,0.011
Robot1,3,verifier,signatures_blockchain_read,0.073
Robot1,3,verifier,verify_compute,0.0
Robot1,3,verifier,verify_compute,0.0
Robot1,3,verifier,verify_compute,0.0
Robot1,3,verifier,verify_compute,1e-06
Robot1,3,verifier,verify_compute,0.0
Robot1,3,verifier,verify_compute,0.0
Robot1,3,verifier,verify_compute,0.0
Robot1,3,verifier,verify_compute,0.0
Robot1,3,verifier,verify_compute,0.0
Robot1,3,verifier,result_blockchain_write,0.199
Robot1,3,verifier,result_blockchain_write,0.278
Robot1,3,verifier,result_blockchain_write,0.086
Robot1,3,verifier,result_blockchain_write,0.112
Robot1,3,verifier,result_blockchain_write,0.111
Robot1,3,verifier,result_blockchain_write,0.084
Robot1,3,verifier,result_blockchain_write,0.133
Robot1,3,verifier,result_blockchain_write,0.084
Robot1,3,verifier,result_blockchain_write,0.09
Robot1,3,verifier,total_lifecycle,0.27
Robot1,3,verifier,total_lifecycle,0.303
Robot1,3,verifier,total_lifecycle,0.095
Robot1,3,verifier,total_lifecycle,0.192
Robot1,3,verifier,total_lifecycle,0.13
Robot1,3,verifier,total_lifecycle,0.095
Robot1,3,verifier,total_lifecycle,0.205
Robot1,3,verifier,total_lifecycle,0.096
Robot1,3,verifier,total_lifecycle,0.164
Robot1,4,prover,e2e_blockchain,12.037
Robot1,4,prover,e2e_blockchain,6.135
Robot1,4,prover,e2e_blockchain,4.529
Robot1,4,prover,e2e_blockchain,4.625
Robot1,4,prover,e2e_blockchain,4.763
Robot1,4,prover,e2e_blockchain,4.946
Robot1,4,prover,e2e_blockchain,5.008
Robot1,4,prover,e2e_blockchain,5.183
Robot1,4,prover,e2e_blockchain,5.394
Robot1,4,prover,e2e_blockchain,5.518
Robot1,4,prover,e2e_blockchain,5.806
Robot1,4,prover,evidence_blockchain_write,1.945
Robot1,4,prover,evidence_blockchain_write,2.123
Robot1,4,prover,evidence_blockchain_write,0.455
Robot1,4,prover,evidence_blockchain_write,0.549
Robot1,4,prover,evidence_blockchain_write,0.672
Robot1,4,prover,evidence_blockchain_write,0.862
Robot1,4,prover,evidence_blockchain_write,0.959
Robot1,4,prover,evidence_blockchain_write,1.115
Robot1,4,prover,evidence_blockchain_write,1.366
Robot1,4,prover,evidence_blockchain_write,1.579
Robot1,4,prover,evidence_blockchain_write,1.69
Robot1,4,prover,total_lifecycle,27.659
Robot1,4,prover,total_lifecycle,21.988
Robot1,4,prover,total_lifecycle,20.258
Robot1,4,prover,total_lifecycle,20.523
Robot1,4,prover,total_lifecycle,20.588
Robot1,4,prover,total_lifecycle,20.821
Robot1,4,prover,total_lifecycle,20.878
Robot1,4,prover,total_lifecycle,21.019
Robot1,4,prover,total_lifecycle,21.125
Robot1,4,prover,total_lifecycle,21.423
Robot1,4,prover,total_lifecycle,21.651
Robot1,4,verifier,signatures_blockchain_read,0.075
Robot1,4,verifier,signatures_blockchain_read,0.026
Robot1,4,verifier,signatures_blockchain_read,0.018
Robot1,4,verifier,signatures_blockchain_read,0.021
Robot1,4,verifier,signatures_blockchain_read,0.015
Robot1,4,verifier,signatures_blockchain_read,0.018
Robot1,4,verifier,signatures_blockchain_read,0.044
Robot1,4,verifier,signatures_blockchain_read,0.015
Robot1,4,verifier,verify_compute,0.0
Robot1,4,verifier,verify_compute,0.0
Robot1,4,verifier,verify_compute,0.0
Robot1,4,verifier,verify_compute,0.0
Robot1,4,verifier,verify_compute,0.0
Robot1,4,verifier,verify_compute,0.0
Robot1,4,verifier,verify_compute,0.0
Robot1,4,verifier,verify_compute,0.0
Robot1,4,verifier,result_blockchain_write,0.122
Robot1,4,verifier,result_blockchain_write,0.128
Robot1,4,verifier,result_blockchain_write,0.101
Robot1,4,verifier,result_blockchain_write,0.191
Robot1,4,verifier,result_blockchain_write,0.114
Robot1,4,verifier,result_blockchain_write,0.28
Robot1,4,verifier,result_blockchain_write,0.115
Robot1,4,verifier,result_blockchain_write,0.104
Robot1,4,verifier,total_lifecycle,0.198
Robot1,4,verifier,total_lifecycle,0.154
Robot1,4,verifier,total_lifecycle,0.119
Robot1,4,verifier,total_lifecycle,0.212
Robot1,4,verifier,total_lifecycle,0.13
Robot1,4,verifier,total_lifecycle,0.298
Robot1,4,verifier,total_lifecycle,0.159
Robot1,4,verifier,total_lifecycle,0.12
Robot1,5,prover,e2e_blockchain,7.918
Robot1,5,prover,e2e_blockchain,6.201
Robot1,5,prover,e2e_blockchain,4.278
Robot1,5,prover,e2e_blockchain,4.353
Robot1,5,prover,e2e_blockchain,4.564
Robot1,5,prover,e2e_blockchain,4.669
Robot1,5,prover,e2e_blockchain,4.739
Robot1,5,prover,e2e_blockchain,5.057
Robot1,5,prover,e2e_blockchain,5.266
Robot1,5,prover,e2e_blockchain,5.4
Robot1,5,prover,e2e_blockchain,5.529
Robot1,5,prover,evidence_blockchain_write,1.794
Robot1,5,prover,evidence_blockchain_write,2.101
Robot1,5,prover,evidence_blockchain_write,0.249
Robot1,5,prover,evidence_blockchain_write,0.247
Robot1,5,prover,evidence_blockchain_write,0.45
Robot1,5,prover,evidence_blockchain_write,0.66
Robot1,5,prover,evidence_blockchain_write,0.759
Robot1,5,prover,evidence_blockchain_write,0.988
Robot1,5,prover,evidence_blockchain_write,1.177
Robot1,5,prover,evidence_blockchain_write,1.257
Robot1,5,prover,evidence_blockchain_write,1.379
Robot1,5,prover,total_lifecycle,23.541
Robot1,5,prover,total_lifecycle,21.92
Robot1,5,prover,total_lifecycle,20.134
Robot1,5,prover,total_lifecycle,20.376
Robot1,5,prover,total_lifecycle,20.399
Robot1,5,prover,total_lifecycle,20.487
Robot1,5,prover,total_lifecycle,20.599
Robot1,5,prover,total_lifecycle,20.911
Robot1,5,prover,total_lifecycle,21.06
Robot1,5,prover,total_lifecycle,21.248
Robot1,5,prover,total_lifecycle,21.448
Robot1,5,verifier,signatures_blockchain_read,0.156
Robot1,5,verifier,signatures_blockchain_read,0.069
Robot1,5,verifier,signatures_blockchain_read,0.012
Robot1,5,verifier,signatures_blockchain_read,0.016
Robot1,5,verifier,signatures_blockchain_read,0.067
Robot1,5,verifier,signatures_blockchain_read,0.015
Robot1,5,verifier,signatures_blockchain_read,0.063
Robot1,5,verifier,signatures_blockchain_read,0.097
Robot1,5,verifier,signatures_blockchain_read,0.018
Robot1,5,verifier,verify_compute,0.0
Robot1,5,verifier,verify_compute,1e-06
Robot1,5,verifier,verify_compute,0.0
Robot1,5,verifier,verify_compute,0.0
Robot1,5,verifier,verify_compute,0.0
Robot1,5,verifier,verify_compute,0.0
Robot1,5,verifier,verify_compute,0.0
Robot1,5,verifier,verify_compute,0.0
Robot1,5,verifier,verify_compute,0.0
Robot1,5,verifier,result_blockchain_write,0.212
Robot1,5,verifier,result_blockchain_write,0.045
Robot1,5,verifier,result_blockchain_write,0.172
Robot1,5,verifier,result_blockchain_write,0.136
Robot1,5,verifier,result_blockchain_write,0.121
Robot1,5,verifier,result_blockchain_write,0.211
Robot1,5,verifier,result_blockchain_write,0.113
Robot1,5,verifier,result_blockchain_write,0.113
Robot1,5,verifier,result_blockchain_write,0.095
Robot1,5,verifier,total_lifecycle,0.368
Robot1,5,verifier,total_lifecycle,0.114
Robot1,5,verifier,total_lifecycle,0.184
Robot1,5,verifier,total_lifecycle,0.152
Robot1,5,verifier,total_lifecycle,0.189
Robot1,5,verifier,total_lifecycle,0.226
Robot1,5,verifier,total_lifecycle,0.177
Robot1,5,verifier,total_lifecycle,0.21
Robot1,5,verifier,total_lifecycle,0.113
Robot2,1,prover,e2e_blockchain,7.31
Robot2,1,prover,e2e_blockchain,5.424
Robot2,1,prover,e2e_blockchain,5.648
Robot2,1,prover,e2e_blockchain,5.763
Robot2,1,prover,e2e_blockchain,5.764
Robot2,1,prover,e2e_blockchain,5.971
Robot2,1,prover,e2e_blockchain,4.266
Robot2,1,prover,e2e_blockchain,4.242
Robot2,1,prover,e2e_blockchain,4.38
Robot2,1,prover,e2e_blockchain,4.579
Robot2,1,prover,e2e_blockchain,4.594
Robot2,1,prover,evidence_blockchain_write,1.217
Robot2,1,prover,evidence_blockchain_write,1.282
Robot2,1,prover,evidence_blockchain_write,1.5
Robot2,1,prover,evidence_blockchain_write,1.592
Robot2,1,prover,evidence_blockchain_write,1.798
Robot2,1,prover,evidence_blockchain_write,1.889
Robot2,1,prover,evidence_blockchain_write,0.143
Robot2,1,prover,evidence_blockchain_write,0.14
Robot2,1,prover,evidence_blockchain_write,0.298
Robot2,1,prover,evidence_blockchain_write,0.45
Robot2,1,prover,evidence_blockchain_write,0.638
Robot2,1,prover,total_lifecycle,23.024
Robot2,1,prover,total_lifecycle,21.304
Robot2,1,prover,total_lifecycle,21.483
Robot2,1,prover,total_lifecycle,21.664
Robot2,1,prover,total_lifecycle,21.58
Robot2,1,prover,total_lifecycle,21.878
Robot2,1,prover,total_lifecycle,20.003
Robot2,1,prover,total_lifecycle,20.302
Robot2,1,prover,total_lifecycle,20.308
Robot2,1,prover,total_lifecycle,20.422
Robot2,1,prover,total_lifecycle,20.452
Robot2,1,verifier,signatures_blockchain_read,0.024
Robot2,1,verifier,signatures_blockchain_read,0.05
Robot2,1,verifier,signatures_blockchain_read,0.009
Robot2,1,verifier,signatures_blockchain_read,0.118
Robot2,1,verifier,signatures_blockchain_read,0.011
Robot2,1,verifier,signatures_blockchain_read,0.018
Robot2,1,verifier,signatures_blockchain_read,0.015
Robot2,1,verifier,signatures_blockchain_read,0.013
Robot2,1,verifier,signatures_blockchain_read,0.105
Robot2,1,verifier,verify_compute,0.0
Robot2,1,verifier,verify_compute,0.0
Robot2,1,verifier,verify_compute,0.0
Robot2,1,verifier,verify_compute,1e-06
Robot2,1,verifier,verify_compute,0.0
Robot2,1,verifier,verify_compute,0.0
Robot2,1,verifier,verify_compute,1e-06
Robot2,1,verifier,verify_compute,0.0
Robot2,1,verifier,verify_compute,0.0
Robot2,1,verifier,result_blockchain_write,0.19
Robot2,1,verifier,result_blockchain_write,0.102
Robot2,1,verifier,result_blockchain_write,0.076
Robot2,1,verifier,result_blockchain_write,0.181
Robot2,1,verifier,result_blockchain_write,0.063
Robot2,1,verifier,result_blockchain_write,0.169
Robot2,1,verifier,result_blockchain_write,0.176
Robot2,1,verifier,result_blockchain_write,0.099
Robot2,1,verifier,result_blockchain_write,0.123
Robot2,1,verifier,total_lifecycle,0.216
Robot2,1,verifier,total_lifecycle,0.152
Robot2,1,verifier,total_lifecycle,0.085
Robot2,1,verifier,total_lifecycle,0.299
Robot2,1,verifier,total_lifecycle,0.074
Robot2,1,verifier,total_lifecycle,0.189
Robot2,1,verifier,total_lifecycle,0.191
Robot2,1,verifier,total_lifecycle,0.112
Robot2,1,verifier,total_lifecycle,0.228
Robot2,2,prover,e2e_blockchain,9.992
Robot2,2,prover,e2e_blockchain,4.193
Robot2,2,prover,e2e_blockchain,4.414
Robot2,2,prover,e2e_blockchain,4.372
Robot2,2,prover,e2e_blockchain,4.467
Robot2,2,prover,e2e_blockchain,4.84
Robot2,2,prover,e2e_blockchain,5.054
Robot2,2,prover,e2e_blockchain,5.185
Robot2,2,prover,e2e_blockchain,5.269
Robot2,2,prover,e2e_blockchain,5.336
Robot2,2,prover,e2e_blockchain,5.518
Robot2,2,prover,evidence_blockchain_write,1.907
Robot2,2,prover,evidence_blockchain_write,0.188
Robot2,2,prover,evidence_blockchain_write,0.346
Robot2,2,prover,evidence_blockchain_write,0.35
Robot2,2,prover,evidence_blockchain_write,0.448
Robot2,2,prover,evidence_blockchain_write,0.759
Robot2,2,prover,evidence_blockchain_write,0.964
Robot2,2,prover,evidence_blockchain_write,1.134
Robot2,2,prover,evidence_blockchain_write,1.268
Robot2,2,prover,evidence_blockchain_write,1.274
Robot2,2,prover,evidence_blockchain_write,1.372
Robot2,2,prover,total_lifecycle,25.613
Robot2,2,prover,total_lifecycle,19.983
Robot2,2,prover,total_lifecycle,20.301
Robot2,2,prover,total_lifecycle,20.438
Robot2,2,prover,total_lifecycle,20.311
Robot2,2,prover,total_lifecycle,20.528
Robot2,2,prover,total_lifecycle,20.89
Robot2,2,prover,total_lifecycle,20.995
Robot2,2,prover,total_lifecycle,21.154
Robot2,2,prover,total_lifecycle,21.359
Robot2,2,prover,total_lifecycle,21.372
Robot2,2,verifier,signatures_blockchain_read,0.074
Robot2,2,verifier,signatures_blockchain_read,0.019
Robot2,2,verifier,signatures_blockchain_read,0.036
Robot2,2,verifier,signatures_blockchain_read,0.092
Robot2,2,verifier,signatures_blockchain_read,0.062
Robot2,2,verifier,signatures_blockchain_read,0.065
Robot2,2,verifier,signatures_blockchain_read,0.011
Robot2,2,verifier,verify_compute,0.0
Robot2,2,verifier,verify_compute,1e-06
Robot2,2,verifier,verify_compute,0.0
Robot2,2,verifier,verify_compute,0.0
Robot2,2,verifier,verify_compute,0.0
Robot2,2,verifier,verify_compute,0.0
Robot2,2,verifier,verify_compute,0.0
Robot2,2,verifier,result_blockchain_write,0.124
Robot2,2,verifier,result_blockchain_write,0.201
Robot2,2,verifier,result_blockchain_write,0.119
Robot2,2,verifier,result_blockchain_write,0.114
Robot2,2,verifier,result_blockchain_write,0.032
Robot2,2,verifier,result_blockchain_write,0.405
Robot2,2,verifier,result_blockchain_write,0.082
Robot2,2,verifier,total_lifecycle,0.198
Robot2,2,verifier,total_lifecycle,0.22
Robot2,2,verifier,total_lifecycle,0.158
Robot2,2,verifier,total_lifecycle,0.206
Robot2,2,verifier,total_lifecycle,0.094
Robot2,2,verifier,total_lifecycle,0.47
Robot2,2,verifier,total_lifecycle,0.093
Robot2,3,prover,e2e_blockchain,9.979
Robot2,3,prover,e2e_blockchain,4.27
Robot2,3,prover,e2e_blockchain,4.422
Robot2,3,prover,e2e_blockchain,4.599
Robot2,3,prover,e2e_blockchain,4.679
Robot2,3,prover,e2e_blockchain,4.906
Robot2,3,prover,e2e_blockchain,4.854
Robot2,3,prover,e2e_blockchain,5.2
Robot2,3,prover,e2e_blockchain,5.337
Robot2,3,prover,e2e_blockchain,5.323
Robot2,3,prover,e2e_blockchain,5.078
Robot2,3,prover,evidence_blockchain_write,1.998
Robot2,3,prover,evidence_blockchain_write,0.335
Robot2,3,prover,evidence_blockchain_write,0.344
Robot2,3,prover,evidence_blockchain_write,0.55
Robot2,3,prover,evidence_blockchain_write,0.662
Robot2,3,prover,evidence_blockchain_write,0.967
Robot2,3,prover,evidence_blockchain_write,0.752
Robot2,3,prover,evidence_blockchain_write,1.077
Robot2,3,prover,evidence_blockchain_write,1.169
Robot2,3,prover,evidence_blockchain_write,1.18
Robot2,3,prover,evidence_blockchain_write,1.07
Robot2,3,prover,total_lifecycle,25.597
Robot2,3,prover,total_lifecycle,20.025
Robot2,3,prover,total_lifecycle,20.349
Robot2,3,prover,total_lifecycle,20.384
Robot2,3,prover,total_lifecycle,20.589
Robot2,3,prover,total_lifecycle,20.669
Robot2,3,prover,total_lifecycle,20.973
Robot2,3,prover,total_lifecycle,20.978
Robot2,3,prover,total_lifecycle,21.189
Robot2,3,prover,total_lifecycle,21.331
Robot2,3,prover,total_lifecycle,21.236
Robot2,3,verifier,signatures_blockchain_read,0.019
Robot2,3,verifier,signatures_blockchain_read,0.066
Robot2,3,verifier,signatures_blockchain_read,0.077
Robot2,3,verifier,signatures_blockchain_read,0.016
Robot2,3,verifier,signatures_blockchain_read,0.009
Robot2,3,verifier,signatures_blockchain_read,0.08
Robot2,3,verifier,signatures_blockchain_read,0.11
Robot2,3,verifier,signatures_blockchain_read,0.009
Robot2,3,verifier,signatures_blockchain_read,0.026
Robot2,3,verifier,signatures_blockchain_read,0.077
Robot2,3,verifier,verify_compute,1e-06
Robot2,3,verifier,verify_compute,0.0
Robot2,3,verifier,verify_compute,0.0
Robot2,3,verifier,verify_compute,0.0
Robot2,3,verifier,verify_compute,0.0
Robot2,3,verifier,verify_compute,8e-06
Robot2,3,verifier,verify_compute,0.0
Robot2,3,verifier,verify_compute,0.0
Robot2,3,verifier,verify_compute,0.0
Robot2,3,verifier,verify_compute,0.0
Robot2,3,verifier,result_blockchain_write,0.1
Robot2,3,verifier,result_blockchain_write,0.044
Robot2,3,verifier,result_blockchain_write,0.202
Robot2,3,verifier,result_blockchain_write,0.091
Robot2,3,verifier,result_blockchain_write,0.092
Robot2,3,verifier,result_blockchain_write,0.093
Robot2,3,verifier,result_blockchain_write,0.287
Robot2,3,verifier,result_blockchain_write,0.078
Robot2,3,verifier,result_blockchain_write,0.495
Robot2,3,verifier,result_blockchain_write,0.032
Robot2,3,verifier,total_lifecycle,0.119
Robot2,3,verifier,total_lifecycle,0.11
Robot2,3,verifier,total_lifecycle,0.281
Robot2,3,verifier,total_lifecycle,0.107
Robot2,3,verifier,total_lifecycle,0.101
Robot2,3,verifier,total_lifecycle,0.173
Robot2,3,verifier,total_lifecycle,0.397
Robot2,3,verifier,total_lifecycle,0.087
Robot2,3,verifier,total_lifecycle,0.522
Robot2,3,verifier,total_lifecycle,0.109
Robot2,4,prover,e2e_blockchain,8.022
Robot2,4,prover,e2e_blockchain,6.166
Robot2,4,prover,e2e_blockchain,4.466
Robot2,4,prover,e2e_blockchain,4.507
Robot2,4,prover,e2e_blockchain,4.741
Robot2,4,prover,e2e_blockchain,4.859
Robot2,4,prover,e2e_blockchain,5.064
Robot2,4,prover,e2e_blockchain,5.229
Robot2,4,prover,e2e_blockchain,5.228
Robot2,4,prover,e2e_blockchain,5.426
Robot2,4,prover,e2e_blockchain,5.546
Robot2,4,prover,evidence_blockchain_write,1.896
Robot2,4,prover,evidence_blockchain_write,2.14
Robot2,4,prover,evidence_blockchain_write,0.359
Robot2,4,prover,evidence_blockchain_write,0.447
Robot2,4,prover,evidence_blockchain_write,0.628
Robot2,4,prover,evidence_blockchain_write,0.762
Robot2,4,prover,evidence_blockchain_write,0.962
Robot2,4,prover,evidence_blockchain_write,1.147
Robot2,4,prover,evidence_blockchain_write,1.266
Robot2,4,prover,evidence_blockchain_write,1.37
Robot2,4,prover,evidence_blockchain_write,1.472
Robot2,4,prover,total_lifecycle,23.669
Robot2,4,prover,total_lifecycle,21.974
Robot2,4,prover,total_lifecycle,20.298
Robot2,4,prover,total_lifecycle,20.363
Robot2,4,prover,total_lifecycle,20.552
Robot2,4,prover,total_lifecycle,20.805
Robot2,4,prover,total_lifecycle,20.887
Robot2,4,prover,total_lifecycle,20.968
Robot2,4,prover,total_lifecycle,21.176
Robot2,4,prover,total_lifecycle,21.367
Robot2,4,prover,total_lifecycle,21.348
Robot2,4,verifier,signatures_blockchain_read,0.021
Robot2,4,verifier,signatures_blockchain_read,0.068
